"Date","District","Meantemp","Totalrain","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito.per.1000.traps","Period","year","month"
2018-07-01,"Hong Kong Island & Kowloon",28.8666666666667,323.825,0.15771875,NA,32,1760,278,NA,"2010 ~ 2019","2018","07"
2018-07-01,"New Territories East",28.7311827956989,393.333333333333,0.1939,NA,10,550,107,NA,"2010 ~ 2019","2018","07"
2018-07-01,"New Territories West",28.7425806451613,214.875,0.140533333333333,NA,15,825,116,NA,"2010 ~ 2019","2018","07"
2018-08-01,"Hong Kong Island & Kowloon",28.3397849462366,582.1,0.0746875,NA,32,1760,131,NA,"2010 ~ 2019","2018","08"
2018-08-01,"New Territories East",28.110752688172,807.833333333333,0.0958,NA,10,550,53,NA,"2010 ~ 2019","2018","08"
2018-08-01,"New Territories West",28.081935483871,567.875,0.0625333333333333,NA,15,825,52,NA,"2010 ~ 2019","2018","08"
2018-09-01,"Hong Kong Island & Kowloon",27.7877777777778,330.375,0.0646875,NA,32,1760,114,NA,"2010 ~ 2019","2018","09"
2018-09-01,"New Territories East",27.7077777777778,238.166666666667,0.0734,NA,10,550,40,NA,"2010 ~ 2019","2018","09"
2018-09-01,"New Territories West",27.6869523809524,268.875,0.0358,NA,15,825,30,NA,"2010 ~ 2019","2018","09"
2018-10-01,"Hong Kong Island & Kowloon",25.0193548387097,81.825,0.02134375,NA,32,1760,38,NA,"2010 ~ 2019","2018","10"
2018-10-01,"New Territories East",24.5043010752688,44.1666666666667,0.0362,NA,10,550,20,NA,"2010 ~ 2019","2018","10"
2018-10-01,"New Territories West",24.7870967741936,42.875,0.0116666666666667,NA,15,825,10,NA,"2010 ~ 2019","2018","10"
2018-11-01,"Hong Kong Island & Kowloon",22.8311111111111,70.825,0.009,NA,32,1760,16,NA,"2010 ~ 2019","2018","11"
2018-11-01,"New Territories East",22.41,70.6666666666667,0.0072,NA,10,550,4,NA,"2010 ~ 2019","2018","11"
2018-11-01,"New Territories West",22.7413333333333,54.375,0.00886666666666667,NA,15,825,7,NA,"2010 ~ 2019","2018","11"
2018-12-01,"Hong Kong Island & Kowloon",19.1354838709677,18.975,0.00159375,NA,32,1760,3,NA,"2010 ~ 2019","2018","12"
2018-12-01,"New Territories East",18.0204301075269,11.6666666666667,0,NA,10,550,0,NA,"2010 ~ 2019","2018","12"
2018-12-01,"New Territories West",18.6127419354839,10.25,0,NA,15,825,0,NA,"2010 ~ 2019","2018","12"
2019-01-01,"Hong Kong Island & Kowloon",17.958064516129,3.225,0.00040625,NA,32,1760,1,NA,"2010 ~ 2019","2019","01"
2019-01-01,"New Territories East",17.4698924731183,5.83333333333333,0,NA,10,550,0,NA,"2010 ~ 2019","2019","01"
2019-01-01,"New Territories West",17.9073387096774,4.125,0,NA,15,825,0,NA,"2010 ~ 2019","2019","01"
2019-02-01,"Hong Kong Island & Kowloon",20.1059523809524,71.95,0.0005625,NA,32,1760,1,NA,"2010 ~ 2019","2019","02"
2019-02-01,"New Territories East",19.7416666666667,37.6666666666667,0.0018,NA,10,550,1,NA,"2010 ~ 2019","2019","02"
2019-02-01,"New Territories West",20.3342857142857,61.5,0,NA,15,825,0,NA,"2010 ~ 2019","2019","02"
2019-03-01,"Hong Kong Island & Kowloon",20.9096774193548,158.15,0.01196875,NA,32,1760,21,NA,"2010 ~ 2019","2019","03"
2019-03-01,"New Territories East",20.4784946236559,94.5,0.0121,NA,10,550,7,NA,"2010 ~ 2019","2019","03"
2019-03-01,"New Territories West",20.9651612903226,142.875,0.0129333333333333,NA,15,825,11,NA,"2010 ~ 2019","2019","03"
2019-04-01,"Hong Kong Island & Kowloon",24.4344444444444,184.1,0.054,NA,32,1760,95,NA,"2010 ~ 2019","2019","04"
2019-04-01,"New Territories East",24.4088888888889,204.166666666667,0.0749,NA,10,550,41,NA,"2010 ~ 2019","2019","04"
2019-04-01,"New Territories West",24.7173333333333,147.75,0.0412,NA,15,825,34,NA,"2010 ~ 2019","2019","04"
2019-05-01,"Hong Kong Island & Kowloon",25.2451612903226,252.525,0.09915625,NA,32,1760,175,NA,"2010 ~ 2019","2019","05"
2019-05-01,"New Territories East",25.1322580645161,187.166666666667,0.1363,NA,10,550,75,NA,"2010 ~ 2019","2019","05"
2019-05-01,"New Territories West",25.36,254.625,0.1132,NA,15,825,93,NA,"2010 ~ 2019","2019","05"
2019-06-01,"Hong Kong Island & Kowloon",28.6677777777778,390.575,0.15609375,NA,32,1760,275,NA,"2010 ~ 2019","2019","06"
2019-06-01,"New Territories East",28.5054761904762,269.166666666667,0.2138,NA,10,550,118,NA,"2010 ~ 2019","2019","06"
2019-06-01,"New Territories West",28.696,250.125,0.122266666666667,NA,15,825,101,NA,"2010 ~ 2019","2019","06"
2019-07-01,"Hong Kong Island & Kowloon",29.1397849462366,401.35,0.10565625,NA,32,1760,186,NA,"2010 ~ 2019","2019","07"
2019-07-01,"New Territories East",29.0666666666667,365.666666666667,0.1355,NA,10,550,75,NA,"2010 ~ 2019","2019","07"
2019-07-01,"New Territories West",29.1070967741935,282.125,0.0713333333333333,NA,15,825,59,NA,"2010 ~ 2019","2019","07"
2019-08-01,"Hong Kong Island & Kowloon",28.7818687430478,460.9,0.06865625,NA,32,1760,121,NA,"2010 ~ 2019","2019","08"
2019-08-01,"New Territories East",29.0591397849462,448.666666666667,0.1037,NA,10,550,57,NA,"2010 ~ 2019","2019","08"
2019-08-01,"New Territories West",28.7944301075269,319.375,0.0446666666666667,NA,15,825,37,NA,"2010 ~ 2019","2019","08"
2019-09-01,"Hong Kong Island & Kowloon",28.4855555555556,170.6,0.062125,NA,32,1760,109,NA,"2010 ~ 2019","2019","09"
2019-09-01,"New Territories East",28.2577777777778,166.333333333333,0.0869,NA,10,550,48,NA,"2010 ~ 2019","2019","09"
2019-09-01,"New Territories West",28.058,131.875,0.0543333333333333,NA,15,825,45,NA,"2010 ~ 2019","2019","09"
2019-10-01,"Hong Kong Island & Kowloon",26.1763440860215,186.95,0.02790625,NA,32,1760,49,NA,"2010 ~ 2019","2019","10"
2019-10-01,"New Territories East",25.8827956989247,95.8333333333333,0.0404,NA,10,550,22,NA,"2010 ~ 2019","2019","10"
2019-10-01,"New Territories West",26.0993548387097,71.125,0.021,NA,15,825,17,NA,"2010 ~ 2019","2019","10"
2019-11-01,"Hong Kong Island & Kowloon",22.6033333333333,0,0.01278125,NA,32,1760,22,NA,"2010 ~ 2019","2019","11"
2019-11-01,"New Territories East",22.0788888888889,0,0.0138,NA,10,550,8,NA,"2010 ~ 2019","2019","11"
2019-11-01,"New Territories West",22.5602898550725,0,0.00386666666666667,NA,15,825,3,NA,"2010 ~ 2019","2019","11"
2019-12-01,"Hong Kong Island & Kowloon",18.8096774193548,15.625,0.00053125,NA,32,1760,1,NA,"2010 ~ 2019","2019","12"
2019-12-01,"New Territories East",18.347311827957,7.16666666666667,8e-04,NA,10,550,0,NA,"2010 ~ 2019","2019","12"
2019-12-01,"New Territories West",18.8258064516129,9.25,0.00206666666666667,NA,15,825,2,NA,"2010 ~ 2019","2019","12"
2020-01-01,"Hong Kong Island & Kowloon",18.4010752688172,15.9,0.002,NA,32,1760,4,NA,"2020","2020","01"
2020-01-01,"New Territories East",17.9387096774194,29.8333333333333,0.0018,NA,10,550,1,NA,"2020","2020","01"
2020-01-01,"New Territories West",18.4154838709677,28.125,0.00113333333333333,NA,15,825,1,NA,"2020","2020","01"
2020-02-01,"Hong Kong Island & Kowloon",18.3471264367816,66.975,0.000875,NA,32,1760,2,NA,"2020","2020","02"
2020-02-01,"New Territories East",17.9551724137931,35.1666666666667,0,NA,10,550,0,NA,"2020","2020","02"
2020-02-01,"New Territories West",18.3034482758621,55.625,6e-04,NA,15,825,0,NA,"2020","2020","02"
2020-03-01,"Hong Kong Island & Kowloon",21.2537634408602,51.3,0.0065625,NA,32,1760,12,NA,"2020","2020","03"
2020-03-01,"New Territories East",20.8548387096774,30.1666666666667,0.0086,NA,10,550,5,NA,"2020","2020","03"
2020-03-01,"New Territories West",21.4090322580645,37.875,0.0128666666666667,NA,15,825,11,NA,"2020","2020","03"
2020-04-01,"Hong Kong Island & Kowloon",21.6555555555556,62.95,0.042,1.16666666666667,68,3740,157,49,"2020","2020","04"
2020-04-01,"New Territories East",21.4766666666667,48.8333333333333,0.0645,1.17,24,1320,85,75,"2020","2020","04"
2020-04-01,"New Territories West",21.5786666666667,66.375,0.0477333333333333,1.08,32,1760,84,52,"2020","2020","04"
2020-05-01,"Hong Kong Island & Kowloon",27.347311827957,331.125,0.08928125,1.303125,68,3740,334,116,"2020","2020","05"
2020-05-01,"New Territories East",27.3956989247312,213.833333333333,0.1111,1.27,26,1430,159,141,"2020","2020","05"
2020-05-01,"New Territories West",27.3690322580645,284.375,0.117666666666667,1.28,34,1870,220,151,"2020","2020","05"
2020-06-01,"Hong Kong Island & Kowloon",29.1342735042735,330.75,0.174205882352941,1.41176470588235,68,3740,652,246,"2020","2020","06"
2020-06-01,"New Territories East",29.1444444444444,408,0.22575,1.625,26,1430,323,367,"2020","2020","06"
2020-06-01,"New Territories West",29.0446666666667,186.375,0.1744375,1.5375,34,1870,326,268,"2020","2020","06"
2020-07-01,"Hong Kong Island & Kowloon",29.8645161290323,123.325,0.0757647058823529,1.21818181818182,68,3740,283,92,"2020","2020","07"
2020-07-01,"New Territories East",30.2064516129032,62.3333333333333,0.0915833333333333,1.55833333333333,26,1430,131,143,"2020","2020","07"
2020-07-01,"New Territories West",29.7008709677419,76.25,0.060625,1.09285714285714,34,1870,113,66,"2020","2020","07"
2020-08-01,"Hong Kong Island & Kowloon",28.7161290322581,459.2,0.0617941176470588,1.13636363636364,68,3740,231,70,"2020","2020","08"
2020-08-01,"New Territories East",28.589247311828,458.666666666667,0.07525,1.275,26,1430,108,96,"2020","2020","08"
2020-08-01,"New Territories West",28.012064516129,271.125,0.0504375,1.15,34,1870,94,58,"2020","2020","08"
2020-09-01,"Hong Kong Island & Kowloon",28.0733333333333,644.5,0.0658823529411765,1.12121212121212,68,3740,246,74,"2020","2020","09"
2020-09-01,"New Territories East",27.8233333333333,452.666666666667,0.08225,1.21666666666667,26,1430,118,100,"2020","2020","09"
2020-09-01,"New Territories West",27.6133333333333,190.875,0.056375,1.10625,34,1870,105,62,"2020","2020","09"
2020-10-01,"Hong Kong Island & Kowloon",25.3924731182796,77.725,0.0422352941176471,1.11724137931034,68,3740,158,47,"2020","2020","10"
2020-10-01,"New Territories East",25.0322580645161,59.3333333333333,0.04025,1.08,26,1430,58,44,"2020","2020","10"
2020-10-01,"New Territories West",24.916935483871,19.875,0.0359375,1.12142857142857,34,1870,67,40,"2020","2020","10"
2020-11-01,"Hong Kong Island & Kowloon",23.4477777777778,2.75,0.0205588235294118,1.07777777777778,68,3740,77,22,"2020","2020","11"
2020-11-01,"New Territories East",22.9544444444444,2.66666666666667,0.01675,1,26,1430,24,17,"2020","2020","11"
2020-11-01,"New Territories West",23.1065714285714,0.375,0.02,1.05555555555556,34,1870,37,21,"2020","2020","11"
2020-12-01,"Hong Kong Island & Kowloon",18.1688172043011,0.8,0.00835294117647059,1.00909090909091,68,3740,31,8,"2020","2020","12"
2020-12-01,"New Territories East",17.2408602150538,1.5,0.00741666666666667,1.075,26,1430,11,8,"2020","2020","12"
2020-12-01,"New Territories West",17.5451612903226,0.25,0.0059375,1,34,1870,11,6,"2020","2020","12"
2021-01-01,"Hong Kong Island & Kowloon",16,0,0.00108680584073527,1,68,3740,4,1,"2021","2021","01"
2021-01-01,"New Territories East",15.310752688172,0,0.00150887573964497,1,26,1430,2,1,"2021","2021","01"
2021-01-01,"New Territories West",15.6774193548387,0,0,0,34,1870,0,0,"2021","2021","01"
2021-02-01,"Hong Kong Island & Kowloon",19.2595238095238,66.925,0.00106323105747613,1,68,3740,4,1,"2021","2021","02"
2021-02-01,"New Territories East",18.8488095238095,43,0.00202141582969402,1,26,1430,3,2,"2021","2021","02"
2021-02-01,"New Territories West",19.1342857142857,64.125,0.00353067470989406,1,34,1870,7,4,"2021","2021","02"
2021-03-01,"Hong Kong Island & Kowloon",21.8462365591398,7.325,0.021375523588065,1.0715811965812,68,3740,80,23,"2021","2021","03"
2021-03-01,"New Territories East",21.5838709677419,18,0.0358441509589493,1.03333333333333,26,1430,51,37,"2021","2021","03"
2021-03-01,"New Territories West",21.7922580645161,11.25,0.0392925961657016,1.04747899159664,34,1870,73,41,"2021","2021","03"
2021-04-01,"Hong Kong Island & Kowloon",23.8477777777778,32.675,0.0449405020597626,1.13603238866397,68,3740,168,51,"2021","2021","04"
2021-04-01,"New Territories East",23.77,25.8333333333333,0.0890300944071133,1.12048624452471,26,1430,127,100,"2021","2021","04"
2021-04-01,"New Territories West",24.1093333333333,27.875,0.0419778505251739,1.15496482683983,34,1870,78,48,"2021","2021","04"
2021-05-01,"Hong Kong Island & Kowloon",28.6870967741935,79.275,0.102721116510582,1.22570803034289,68,3740,384,126,"2021","2021","05"
2021-05-01,"New Territories East",28.8440860215054,89.5,0.130307020011434,1.31853701853702,26,1430,186,172,"2021","2021","05"
2021-05-01,"New Territories West",28.8948387096774,70.375,0.0923538193603902,1.16814215196568,34,1870,173,108,"2021","2021","05"
2021-06-01,"Hong Kong Island & Kowloon",28.5277777777778,576.65,0.135178185109089,1.22646592195305,68,3740,506,166,"2021","2021","06"
2021-06-01,"New Territories East",28.4933333333333,366.5,0.202629263118439,1.4685779926743,26,1430,290,298,"2021","2021","06"
2021-06-01,"New Territories West",28.6646666666667,257.25,0.151291814651377,1.42451800922389,34,1870,283,216,"2021","2021","06"
2021-07-01,"Hong Kong Island & Kowloon",29.4841577060932,371.475,0.0752352941176471,1.13636363636364,68,3740,281,85,"2021","2021","07"
2021-07-01,"New Territories East",29.3258064516129,375.666666666667,0.0861538461538462,1.26153846153846,26,1430,123,109,"2021","2021","07"
2021-07-01,"New Territories West",29.3184086021505,219.125,0.0539411764705882,1.15625,34,1870,101,62,"2021","2021","07"
2021-08-01,"Hong Kong Island & Kowloon",28.5655913978495,341.65,0.0836764705882353,1.15151515151515,68,3740,313,96,"2021","2021","08"
2021-08-01,"New Territories East",28.4462365591398,463.333333333333,0.0967692307692308,1.2,26,1430,138,116,"2021","2021","08"
2021-08-01,"New Territories West",28.2684562211982,240.125,0.0884117647058824,1.0875,34,1870,165,96,"2021","2021","08"
2021-09-01,"Hong Kong Island & Kowloon",29.5255555555556,67.8,0.0555588235294118,1.12121212121212,68,3740,208,62,"2021","2021","09"
2021-09-01,"New Territories East",29.0944444444444,125.333333333333,0.0709230769230769,1.12307692307692,26,1430,101,79,"2021","2021","09"
2021-09-01,"New Territories West",29.1,63.25,0.0471176470588235,1.08571428571429,34,1870,88,51,"2021","2021","09"
2021-10-01,"Hong Kong Island & Kowloon",25.9021505376344,640.325,0.0285882352941176,1.0551724137931,68,3740,107,30,"2021","2021","10"
2021-10-01,"New Territories East",25.0688172043011,576.833333333333,0.0294615384615385,1.2,26,1430,42,35,"2021","2021","10"
2021-10-01,"New Territories West",25.2793548387097,395.875,0.0232941176470588,1,34,1870,44,24,"2021","2021","10"
2021-11-01,"Hong Kong Island & Kowloon",22.0877777777778,2.825,0.0187647058823529,1.09545454545455,68,3740,70,21,"2021","2021","11"
2021-11-01,"New Territories East",21.1033333333333,4.66666666666667,0.0217692307692308,1.1,26,1430,31,24,"2021","2021","11"
2021-11-01,"New Territories West",21.68,3.75,0.0244117647058824,1.13333333333333,34,1870,46,28,"2021","2021","11"
2021-12-01,"Hong Kong Island & Kowloon",18.758064516129,19.1,0.00205882352941176,1,68,3740,8,2,"2021","2021","12"
2021-12-01,"New Territories East",17.6709677419355,27.8333333333333,0,0,26,1430,0,0,"2021","2021","12"
2021-12-01,"New Territories West",18.241935483871,33.25,0,0,34,1870,0,0,"2021","2021","12"
2022-01-01,"Hong Kong Island & Kowloon",17.8666666666667,4.125,0.00217647058823529,1,68,3740,8,2,"2022","2022","01"
2022-01-01,"New Territories East",17.2860215053763,8.33333333333333,0.00284615384615385,1,26,1430,4,3,"2022","2022","01"
2022-01-01,"New Territories West",17.840489432703,6.25,0.00176470588235294,1,34,1870,3,2,"2022","2022","01"
2022-02-01,"Hong Kong Island & Kowloon",15.2738095238095,168.775,0.001,1,68,3740,4,1,"2022","2022","02"
2022-02-01,"New Territories East",14.4404761904762,183.833333333333,0,0,26,1430,0,0,"2022","2022","02"
2022-02-01,"New Territories West",14.9080357142857,124.5,0.00117647058823529,1,34,1870,2,1,"2022","2022","02"
2022-03-01,"Hong Kong Island & Kowloon",21.4032258064516,82,0.00297058823529412,1.16666666666667,68,3740,11,3,"2022","2022","03"
2022-03-01,"New Territories East",21.2698924731183,119,0.00361538461538462,1,26,1430,5,3,"2022","2022","03"
2022-03-01,"New Territories West",21.3741935483871,66.125,0.00294117647058824,1.25,34,1870,6,4,"2022","2022","03"
2022-04-01,"Hong Kong Island & Kowloon",23.4133333333333,4.625,0.0210882352941176,1.076,68,3740,79,23,"2022","2022","04"
2022-04-01,"New Territories East",23.2233333333333,14.5,0.0333846153846154,1.14615384615385,26,1430,48,38,"2022","2022","04"
2022-04-01,"New Territories West",24.2475632183908,3.75,0.0187058823529412,1.02857142857143,34,1870,35,19,"2022","2022","04"
2022-05-01,"Hong Kong Island & Kowloon",24.8559139784946,455.05,0.0958235294117647,1.22647058823529,68,3740,358,117,"2022","2022","05"
2022-05-01,"New Territories East",24.594623655914,521.833333333333,0.148307692307692,1.28461538461538,26,1430,212,190,"2022","2022","05"
2022-05-01,"New Territories West",24.7516129032258,373.5,0.0956470588235294,1.21176470588235,34,1870,179,116,"2022","2022","05"
2022-06-01,"Hong Kong Island & Kowloon",28.2111111111111,351.325,0.194647058823529,1.4,68,3740,728,273,"2022","2022","06"
2022-06-01,"New Territories East",28.3265079365079,361.666666666667,0.262461538461538,1.61538461538462,26,1430,375,424,"2022","2022","06"
2022-06-01,"New Territories West",28.058,242.75,0.199352941176471,1.52941176470588,34,1870,373,305,"2022","2022","06"
2022-07-01,"Hong Kong Island & Kowloon",29.8193548387097,139.825,0.0938235294117647,1.17647058823529,68,3740,351,110,"2022","2022","07"
2022-07-01,"New Territories East",29.9150537634409,199.666666666667,0.131769230769231,1.10869230769231,26,1430,188,146,"2022","2022","07"
2022-07-01,"New Territories West",29.6625806451613,122,0.0764117647058824,1.15882352941176,34,1870,143,89,"2022","2022","07"
2022-08-01,"Hong Kong Island & Kowloon",28.6290322580645,536.275,0.0675,1.1,68,3740,252,74,"2022","2022","08"
2022-08-01,"New Territories East",28.4860215053763,559.666666666667,0.0738461538461539,1.06923076923077,26,1430,106,79,"2022","2022","08"
2022-08-01,"New Territories West",28.2412903225806,423.75,0.0475882352941176,1.0875,34,1870,89,52,"2022","2022","08"
